split_role,collection,domain,released_split,sample_id,case_id,case_id_source,image_path,mask_path,mask_encoding
released_train,phantom_train,phantom,train,pt_00411,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00411.png,datasets/segmentation/phantom_train/masks/pt_00411.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00412,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00412.png,datasets/segmentation/phantom_train/masks/pt_00412.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00413,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00413.png,datasets/segmentation/phantom_train/masks/pt_00413.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00415,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00415.png,datasets/segmentation/phantom_train/masks/pt_00415.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00417,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00417.png,datasets/segmentation/phantom_train/masks/pt_00417.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00418,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00418.png,datasets/segmentation/phantom_train/masks/pt_00418.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00419,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00419.png,datasets/segmentation/phantom_train/masks/pt_00419.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00421,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00421.png,datasets/segmentation/phantom_train/masks/pt_00421.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00422,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00422.png,datasets/segmentation/phantom_train/masks/pt_00422.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00423,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00423.png,datasets/segmentation/phantom_train/masks/pt_00423.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00424,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00424.png,datasets/segmentation/phantom_train/masks/pt_00424.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00425,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00425.png,datasets/segmentation/phantom_train/masks/pt_00425.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00427,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00427.png,datasets/segmentation/phantom_train/masks/pt_00427.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00428,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00428.png,datasets/segmentation/phantom_train/masks/pt_00428.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00429,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00429.png,datasets/segmentation/phantom_train/masks/pt_00429.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00430,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00430.png,datasets/segmentation/phantom_train/masks/pt_00430.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00431,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00431.png,datasets/segmentation/phantom_train/masks/pt_00431.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00432,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00432.png,datasets/segmentation/phantom_train/masks/pt_00432.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00433,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00433.png,datasets/segmentation/phantom_train/masks/pt_00433.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00434,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00434.png,datasets/segmentation/phantom_train/masks/pt_00434.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00435,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00435.png,datasets/segmentation/phantom_train/masks/pt_00435.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00436,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00436.png,datasets/segmentation/phantom_train/masks/pt_00436.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00437,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00437.png,datasets/segmentation/phantom_train/masks/pt_00437.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00438,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00438.png,datasets/segmentation/phantom_train/masks/pt_00438.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00439,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00439.png,datasets/segmentation/phantom_train/masks/pt_00439.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00440,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00440.png,datasets/segmentation/phantom_train/masks/pt_00440.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00441,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00441.png,datasets/segmentation/phantom_train/masks/pt_00441.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00442,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00442.png,datasets/segmentation/phantom_train/masks/pt_00442.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00443,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00443.png,datasets/segmentation/phantom_train/masks/pt_00443.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00445,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00445.png,datasets/segmentation/phantom_train/masks/pt_00445.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00446,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00446.png,datasets/segmentation/phantom_train/masks/pt_00446.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00447,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00447.png,datasets/segmentation/phantom_train/masks/pt_00447.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00448,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00448.png,datasets/segmentation/phantom_train/masks/pt_00448.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00450,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00450.png,datasets/segmentation/phantom_train/masks/pt_00450.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00451,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00451.png,datasets/segmentation/phantom_train/masks/pt_00451.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00452,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00452.png,datasets/segmentation/phantom_train/masks/pt_00452.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00453,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00453.png,datasets/segmentation/phantom_train/masks/pt_00453.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00454,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00454.png,datasets/segmentation/phantom_train/masks/pt_00454.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00455,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00455.png,datasets/segmentation/phantom_train/masks/pt_00455.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00456,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00456.png,datasets/segmentation/phantom_train/masks/pt_00456.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00458,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00458.png,datasets/segmentation/phantom_train/masks/pt_00458.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00459,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00459.png,datasets/segmentation/phantom_train/masks/pt_00459.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00460,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00460.png,datasets/segmentation/phantom_train/masks/pt_00460.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00461,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00461.png,datasets/segmentation/phantom_train/masks/pt_00461.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00462,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00462.png,datasets/segmentation/phantom_train/masks/pt_00462.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00463,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00463.png,datasets/segmentation/phantom_train/masks/pt_00463.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00464,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00464.png,datasets/segmentation/phantom_train/masks/pt_00464.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00465,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00465.png,datasets/segmentation/phantom_train/masks/pt_00465.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00466,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00466.png,datasets/segmentation/phantom_train/masks/pt_00466.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00467,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00467.png,datasets/segmentation/phantom_train/masks/pt_00467.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00468,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00468.png,datasets/segmentation/phantom_train/masks/pt_00468.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00471,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00471.png,datasets/segmentation/phantom_train/masks/pt_00471.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00472,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00472.png,datasets/segmentation/phantom_train/masks/pt_00472.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00473,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00473.png,datasets/segmentation/phantom_train/masks/pt_00473.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00474,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00474.png,datasets/segmentation/phantom_train/masks/pt_00474.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00475,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00475.png,datasets/segmentation/phantom_train/masks/pt_00475.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00477,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00477.png,datasets/segmentation/phantom_train/masks/pt_00477.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00479,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00479.png,datasets/segmentation/phantom_train/masks/pt_00479.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00480,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00480.png,datasets/segmentation/phantom_train/masks/pt_00480.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00481,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00481.png,datasets/segmentation/phantom_train/masks/pt_00481.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00482,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00482.png,datasets/segmentation/phantom_train/masks/pt_00482.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00484,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00484.png,datasets/segmentation/phantom_train/masks/pt_00484.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00485,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00485.png,datasets/segmentation/phantom_train/masks/pt_00485.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00486,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00486.png,datasets/segmentation/phantom_train/masks/pt_00486.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00487,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00487.png,datasets/segmentation/phantom_train/masks/pt_00487.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00491,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00491.png,datasets/segmentation/phantom_train/masks/pt_00491.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00492,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00492.png,datasets/segmentation/phantom_train/masks/pt_00492.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00493,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00493.png,datasets/segmentation/phantom_train/masks/pt_00493.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00494,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00494.png,datasets/segmentation/phantom_train/masks/pt_00494.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00496,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00496.png,datasets/segmentation/phantom_train/masks/pt_00496.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00497,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00497.png,datasets/segmentation/phantom_train/masks/pt_00497.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00498,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00498.png,datasets/segmentation/phantom_train/masks/pt_00498.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00499,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00499.png,datasets/segmentation/phantom_train/masks/pt_00499.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00500,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00500.png,datasets/segmentation/phantom_train/masks/pt_00500.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00501,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00501.png,datasets/segmentation/phantom_train/masks/pt_00501.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00502,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00502.png,datasets/segmentation/phantom_train/masks/pt_00502.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00503,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00503.png,datasets/segmentation/phantom_train/masks/pt_00503.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00504,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00504.png,datasets/segmentation/phantom_train/masks/pt_00504.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00505,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00505.png,datasets/segmentation/phantom_train/masks/pt_00505.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00506,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00506.png,datasets/segmentation/phantom_train/masks/pt_00506.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00507,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00507.png,datasets/segmentation/phantom_train/masks/pt_00507.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00508,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00508.png,datasets/segmentation/phantom_train/masks/pt_00508.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00509,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00509.png,datasets/segmentation/phantom_train/masks/pt_00509.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00510,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00510.png,datasets/segmentation/phantom_train/masks/pt_00510.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00511,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00511.png,datasets/segmentation/phantom_train/masks/pt_00511.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00512,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00512.png,datasets/segmentation/phantom_train/masks/pt_00512.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00514,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00514.png,datasets/segmentation/phantom_train/masks/pt_00514.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00515,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00515.png,datasets/segmentation/phantom_train/masks/pt_00515.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00516,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00516.png,datasets/segmentation/phantom_train/masks/pt_00516.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00517,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00517.png,datasets/segmentation/phantom_train/masks/pt_00517.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00518,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00518.png,datasets/segmentation/phantom_train/masks/pt_00518.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00522,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00522.png,datasets/segmentation/phantom_train/masks/pt_00522.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00523,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00523.png,datasets/segmentation/phantom_train/masks/pt_00523.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00524,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00524.png,datasets/segmentation/phantom_train/masks/pt_00524.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00525,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00525.png,datasets/segmentation/phantom_train/masks/pt_00525.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00526,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00526.png,datasets/segmentation/phantom_train/masks/pt_00526.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00527,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00527.png,datasets/segmentation/phantom_train/masks/pt_00527.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00528,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00528.png,datasets/segmentation/phantom_train/masks/pt_00528.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00529,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00529.png,datasets/segmentation/phantom_train/masks/pt_00529.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00530,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00530.png,datasets/segmentation/phantom_train/masks/pt_00530.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00531,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00531.png,datasets/segmentation/phantom_train/masks/pt_00531.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00532,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00532.png,datasets/segmentation/phantom_train/masks/pt_00532.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00533,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00533.png,datasets/segmentation/phantom_train/masks/pt_00533.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00534,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00534.png,datasets/segmentation/phantom_train/masks/pt_00534.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00535,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00535.png,datasets/segmentation/phantom_train/masks/pt_00535.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00536,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00536.png,datasets/segmentation/phantom_train/masks/pt_00536.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00540,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00540.png,datasets/segmentation/phantom_train/masks/pt_00540.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00541,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00541.png,datasets/segmentation/phantom_train/masks/pt_00541.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00542,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00542.png,datasets/segmentation/phantom_train/masks/pt_00542.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00543,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00543.png,datasets/segmentation/phantom_train/masks/pt_00543.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00544,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00544.png,datasets/segmentation/phantom_train/masks/pt_00544.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00546,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00546.png,datasets/segmentation/phantom_train/masks/pt_00546.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00547,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00547.png,datasets/segmentation/phantom_train/masks/pt_00547.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00548,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00548.png,datasets/segmentation/phantom_train/masks/pt_00548.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00549,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00549.png,datasets/segmentation/phantom_train/masks/pt_00549.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00550,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00550.png,datasets/segmentation/phantom_train/masks/pt_00550.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00551,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00551.png,datasets/segmentation/phantom_train/masks/pt_00551.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00552,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00552.png,datasets/segmentation/phantom_train/masks/pt_00552.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00554,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00554.png,datasets/segmentation/phantom_train/masks/pt_00554.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00555,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00555.png,datasets/segmentation/phantom_train/masks/pt_00555.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00556,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00556.png,datasets/segmentation/phantom_train/masks/pt_00556.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00558,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00558.png,datasets/segmentation/phantom_train/masks/pt_00558.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00560,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00560.png,datasets/segmentation/phantom_train/masks/pt_00560.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00562,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00562.png,datasets/segmentation/phantom_train/masks/pt_00562.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00563,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00563.png,datasets/segmentation/phantom_train/masks/pt_00563.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00564,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00564.png,datasets/segmentation/phantom_train/masks/pt_00564.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00566,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00566.png,datasets/segmentation/phantom_train/masks/pt_00566.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00567,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00567.png,datasets/segmentation/phantom_train/masks/pt_00567.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00568,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00568.png,datasets/segmentation/phantom_train/masks/pt_00568.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00569,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00569.png,datasets/segmentation/phantom_train/masks/pt_00569.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00571,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00571.png,datasets/segmentation/phantom_train/masks/pt_00571.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00572,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00572.png,datasets/segmentation/phantom_train/masks/pt_00572.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00574,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00574.png,datasets/segmentation/phantom_train/masks/pt_00574.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00575,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00575.png,datasets/segmentation/phantom_train/masks/pt_00575.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00576,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00576.png,datasets/segmentation/phantom_train/masks/pt_00576.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00577,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00577.png,datasets/segmentation/phantom_train/masks/pt_00577.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00578,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00578.png,datasets/segmentation/phantom_train/masks/pt_00578.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00580,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00580.png,datasets/segmentation/phantom_train/masks/pt_00580.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00581,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00581.png,datasets/segmentation/phantom_train/masks/pt_00581.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00582,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00582.png,datasets/segmentation/phantom_train/masks/pt_00582.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00584,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00584.png,datasets/segmentation/phantom_train/masks/pt_00584.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00585,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00585.png,datasets/segmentation/phantom_train/masks/pt_00585.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00586,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00586.png,datasets/segmentation/phantom_train/masks/pt_00586.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00587,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00587.png,datasets/segmentation/phantom_train/masks/pt_00587.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00588,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00588.png,datasets/segmentation/phantom_train/masks/pt_00588.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00591,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00591.png,datasets/segmentation/phantom_train/masks/pt_00591.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00592,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00592.png,datasets/segmentation/phantom_train/masks/pt_00592.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00593,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00593.png,datasets/segmentation/phantom_train/masks/pt_00593.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00594,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00594.png,datasets/segmentation/phantom_train/masks/pt_00594.npy,npy_multiclass
released_train,phantom_train,phantom,train,pt_00596,,unavailable_from_filename,datasets/segmentation/phantom_train/images/pt_00596.png,datasets/segmentation/phantom_train/masks/pt_00596.npy,npy_multiclass
